,State,Year,Total,Male,Female,Causes_Bankruptcy or Sudden change in Economic Status,Causes_Cancellation/Non-Settlement of Marriage,Causes_Cancer,Causes_Causes Not known,Causes_Death of Dear Person,Causes_Divorce,Causes_Dowry Dispute,Causes_Drug Abuse/Addiction,Causes_Failure in Examination,Causes_Fall in Social Reputation,Causes_Family Problems,Causes_Ideological Causes/Hero Worshipping,Causes_Illegitimate Pregnancy,Causes_Illness (Aids/STD),Causes_Insanity/Mental Illness,Causes_Love Affairs,Causes_Not having Children (Barrenness/Impotency,Causes_Other Causes (Please Specity),Causes_Other Prolonged Illness,Causes_Paralysis,Causes_Physical Abuse (Rape/Incest Etc.),Causes_Poverty,Causes_Professional/Career Problem,Causes_Property Dispute,Causes_Suspected/Illicit Relation,Causes_Unemployment,Education_Status_Diploma,Education_Status_Graduate,Education_Status_Hr. Secondary/Intermediate/Pre-Universit,Education_Status_Matriculate/Secondary,Education_Status_Middle,Education_Status_No Education,Education_Status_Post Graduate and Above,Education_Status_Primary,Means_adopted_By Consuming Insecticides,Means_adopted_By Consuming Other Poison,Means_adopted_By Drowning,Means_adopted_By Fire-Arms,Means_adopted_By Fire/Self Immolation,Means_adopted_By Hanging,Means_adopted_By Jumping from (Building),Means_adopted_By Jumping from (Other sites),Means_adopted_By Jumping off Moving Vehicles/Trains,Means_adopted_By Machine,Means_adopted_By Other means,Means_adopted_By Other means (please specify),Means_adopted_By Over Alcoholism,Means_adopted_By Overdose of sleeping pills,Means_adopted_By Self Infliction of injury,Means_adopted_By coming under running vehicles/trains,Means_adopted_By touching electric wires,Professional_Profile_Farming/Agriculture Activity,Professional_Profile_House Wife,Professional_Profile_Others (Please Specify),Professional_Profile_Professional Activity,Professional_Profile_Public Sector Undertaking,Professional_Profile_Retired Person,Professional_Profile_Self-employed (Business activity),Professional_Profile_Service (Government),Professional_Profile_Service (Private),Professional_Profile_Student,Professional_Profile_Unemployed,Social_Status_Divorcee,Social_Status_Married,Social_Status_Never Married,Social_Status_Seperated,Social_Status_Widowed/Widower,Total_Causes,Total_Education_Status,Total_Means_adopted,Total_Professional_Profile,Total_Social_Status
126,Goa,2007,270.0,178.0,92.0,6.0,0.0,2.0,79.0,0.0,0.0,2.0,5.0,5.0,0.0,44.0,0.0,0.0,5.0,46.0,14.0,0.0,16.0,24.0,0.0,0.0,6.0,6.0,0.0,3.0,7.0,1,9,26,51,69,56,1,57,28.0,15.0,57.0,0.0,19.0,132.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0,0.0,59.0,15.0,1.0,0.0,10.0,16.0,6.0,64.0,18.0,81.0,0,169,94,0,7,270.0,270.0,270.0,270.0,270.0
138,Gujarat,2007,5580.0,3375.0,2205.0,93.0,90.0,50.0,1184.0,46.0,27.0,47.0,33.0,69.0,83.0,1016.0,18.0,3.0,32.0,632.0,150.0,46.0,594.0,812.0,25.0,24.0,125.0,82.0,23.0,78.0,198.0,24,98,287,887,1048,1191,7,2038,1373.0,827.0,543.0,5.0,830.0,1406.0,65.0,22.0,9.0,10.0,0.0,142.0,35.0,36.0,13.0,233.0,31.0,317.0,1613.0,1025.0,491.0,155.0,224.0,276.0,105.0,571.0,303.0,500.0,96,4000,1096,131,257,5580.0,5580.0,5580.0,5580.0,5580.0
150,Haryana,2007,2433.0,1852.0,581.0,16.0,14.0,1.0,247.0,2.0,1.0,59.0,43.0,31.0,5.0,455.0,1.0,0.0,2.0,108.0,35.0,12.0,821.0,247.0,0.0,1.0,57.0,31.0,118.0,24.0,102.0,52,48,242,757,487,455,12,380,363.0,291.0,93.0,6.0,146.0,433.0,11.0,9.0,0.0,0.0,0.0,531.0,43.0,13.0,45.0,389.0,60.0,179.0,356.0,862.0,57.0,87.0,75.0,88.0,79.0,246.0,122.0,282.0,13,1798,490,26,106,2433.0,2433.0,2433.0,2433.0,2433.0
162,Himachal Pradesh,2007,402.0,258.0,144.0,0.0,13.0,0.0,81.0,0.0,0.0,3.0,0.0,16.0,0.0,114.0,0.0,0.0,0.0,42.0,13.0,0.0,58.0,37.0,1.0,2.0,0.0,6.0,6.0,5.0,5.0,8,10,36,170,94,24,1,59,139.0,81.0,19.0,2.0,7.0,80.0,3.0,6.0,1.0,2.0,0.0,50.0,4.0,1.0,4.0,1.0,2.0,15.0,56.0,154.0,10.0,15.0,1.0,28.0,11.0,50.0,35.0,27.0,1,288,103,4,6,402.0,402.0,402.0,402.0,402.0
174,Jammu & Kashmir,2007,234.0,153.0,81.0,0.0,4.0,0.0,60.0,1.0,0.0,8.0,7.0,2.0,0.0,31.0,0.0,0.0,0.0,3.0,4.0,5.0,71.0,6.0,1.0,3.0,10.0,0.0,3.0,1.0,14.0,0,2,15,60,57,60,1,39,19.0,36.0,13.0,8.0,9.0,44.0,0.0,1.0,0.0,2.0,0.0,94.0,3.0,1.0,0.0,0.0,4.0,33.0,53.0,54.0,3.0,7.0,4.0,3.0,14.0,11.0,24.0,28.0,2,155,73,2,2,234.0,234.0,234.0,234.0,234.0
186,Jharkhand,2007,1289.0,880.0,409.0,27.0,23.0,2.0,131.0,1.0,0.0,31.0,51.0,42.0,21.0,101.0,1.0,1.0,2.0,66.0,16.0,22.0,607.0,39.0,4.0,1.0,8.0,5.0,10.0,54.0,23.0,9,57,109,216,253,466,3,176,98.0,115.0,155.0,6.0,118.0,329.0,32.0,12.0,45.0,2.0,0.0,261.0,46.0,27.0,5.0,7.0,31.0,113.0,205.0,538.0,42.0,0.0,19.0,53.0,20.0,84.0,102.0,95.0,21,832,348,10,78,1289.0,1289.0,1289.0,1271.0,1289.0
198,Karnataka,2007,12304.0,8392.0,3912.0,206.0,51.0,52.0,2877.0,63.0,9.0,43.0,40.0,99.0,19.0,2074.0,2.0,3.0,57.0,637.0,88.0,112.0,2736.0,2551.0,33.0,16.0,344.0,53.0,35.0,20.0,84.0,97,217,817,2106,2347,3169,32,3519,811.0,3164.0,1025.0,29.0,573.0,3602.0,43.0,66.0,5.0,2.0,0.0,2295.0,168.0,53.0,30.0,383.0,55.0,2135.0,1802.0,5093.0,194.0,203.0,51.0,484.0,207.0,1076.0,507.0,552.0,79,8711,2828,179,507,12304.0,12304.0,12304.0,12304.0,12304.0
210,Kerala,2007,8962.0,6588.0,2374.0,756.0,21.0,85.0,806.0,94.0,5.0,22.0,137.0,47.0,45.0,3787.0,0.0,4.0,1.0,1384.0,81.0,33.0,182.0,1329.0,24.0,1.0,0.0,22.0,19.0,22.0,55.0,106,254,900,2702,2722,344,42,1892,1355.0,1835.0,524.0,1.0,399.0,4316.0,27.0,9.0,22.0,5.0,0.0,75.0,19.0,46.0,17.0,305.0,7.0,1232.0,1326.0,3879.0,206.0,104.0,94.0,433.0,99.0,468.0,275.0,846.0,87,6999,1429,122,325,8962.0,8962.0,8962.0,8962.0,8962.0
222,Lakshadweep,2007,3.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3,0,0,0,3.0,3.0,3.0,3.0,3.0
234,Madhya Pradesh,2007,6329.0,3470.0,2859.0,37.0,61.0,9.0,1750.0,60.0,6.0,588.0,147.0,93.0,75.0,1221.0,11.0,15.0,52.0,304.0,154.0,42.0,692.0,647.0,10.0,99.0,30.0,37.0,83.0,85.0,21.0,36,57,561,1138,1417,1594,9,1517,1397.0,329.0,344.0,39.0,681.0,2422.0,50.0,13.0,82.0,98.0,0.0,394.0,120.0,131.0,18.0,156.0,55.0,1263.0,1907.0,1426.0,194.0,204.0,22.0,365.0,87.0,249.0,326.0,286.0,36,4342,1639,63,249,6329.0,6329.0,6329.0,6329.0,6329.0
246,Maharashtra,2007,15184.0,10420.0,4764.0,883.0,136.0,114.0,379.0,147.0,27.0,342.0,1074.0,230.0,181.0,5207.0,4.0,10.0,225.0,1406.0,222.0,110.0,485.0,2582.0,104.0,19.0,452.0,324.0,82.0,67.0,372.0,135,178,978,3266,4278,2136,26,4187,4648.0,939.0,1803.0,15.0,1882.0,5317.0,82.0,32.0,20.0,0.0,0.0,25.0,159.0,17.0,29.0,204.0,12.0,4238.0,3563.0,2246.0,747.0,135.0,163.0,444.0,226.0,1590.0,793.0,1039.0,81,11543,2968,67,525,15184.0,15184.0,15184.0,15184.0,15184.0
258,Manipur,2007,39.0,28.0,11.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6,13,13,4,0,3,2.0,4.0,0.0,11.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,6.0,10.0,0,28,11,0,0,39.0,39.0,39.0,39.0,39.0
270,Meghalaya,2007,87.0,60.0,27.0,1.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,2.0,0.0,30.0,0.0,0.0,0.0,2.0,6.0,0.0,8.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0,8,21,28,22,0,8,2.0,6.0,3.0,1.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,17.0,0.0,1.0,0.0,9.0,7.0,0.0,17.0,12.0,1,36,44,4,2,87.0,87.0,87.0,87.0,87.0
282,Mizoram,2007,28.0,22.0,6.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,10,9,0,4,0,2,0.0,0.0,0.0,1.0,0.0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,4,5,3,1,28.0,28.0,28.0,28.0,28.0
294,Nagaland,2007,24.0,17.0,7.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,10,14,0,0,0,0.0,1.0,0.0,2.0,2.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0,13,11,0,0,24.0,24.0,24.0,20.0,24.0
306,Odisha,2007,4308.0,2488.0,1820.0,3.0,29.0,11.0,1189.0,23.0,28.0,71.0,0.0,38.0,33.0,1181.0,0.0,15.0,21.0,56.0,185.0,14.0,999.0,229.0,0.0,0.0,7.0,23.0,13.0,81.0,59.0,56,171,556,679,992,942,16,896,1314.0,488.0,125.0,7.0,77.0,1158.0,2.0,7.0,200.0,0.0,0.0,851.0,3.0,2.0,1.0,56.0,17.0,240.0,614.0,1853.0,107.0,140.0,36.0,348.0,32.0,303.0,234.0,401.0,42,2822,1245,36,163,4308.0,4308.0,4308.0,4308.0,4308.0
318,Puducherry,2007,517.0,319.0,198.0,0.0,9.0,2.0,27.0,8.0,0.0,0.0,0.0,9.0,0.0,260.0,0.0,0.0,1.0,40.0,10.0,3.0,53.0,91.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,10,13,42,76,329,8,2,37,43.0,32.0,6.0,0.0,80.0,348.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,197.0,78.0,16.0,0.0,0.0,0.0,20.0,14.0,28.0,33.0,131.0,0,367,139,0,11,517.0,517.0,517.0,517.0,517.0
330,Punjab,2007,847.0,632.0,215.0,13.0,2.0,3.0,179.0,7.0,1.0,6.0,31.0,9.0,42.0,155.0,4.0,14.0,3.0,194.0,12.0,5.0,55.0,60.0,1.0,1.0,20.0,2.0,1.0,9.0,18.0,10,6,45,232,140,311,5,98,50.0,102.0,13.0,8.0,25.0,175.0,1.0,0.0,3.0,0.0,0.0,24.0,0.0,1.0,9.0,435.0,1.0,88.0,132.0,378.0,24.0,0.0,6.0,42.0,30.0,66.0,30.0,51.0,0,556,266,9,16,847.0,847.0,847.0,847.0,847.0
342,Rajasthan,2007,4437.0,3154.0,1283.0,53.0,17.0,18.0,450.0,20.0,16.0,46.0,135.0,49.0,28.0,852.0,0.0,0.0,5.0,397.0,50.0,16.0,1881.0,199.0,8.0,0.0,48.0,33.0,61.0,31.0,24.0,14,82,490,798,817,1223,14,999,830.0,391.0,415.0,19.0,274.0,1053.0,18.0,24.0,22.0,6.0,0.0,1028.0,67.0,48.0,5.0,160.0,77.0,618.0,1023.0,1683.0,39.0,29.0,0.0,279.0,68.0,351.0,185.0,162.0,24,3058,1224,41,90,4437.0,4437.0,4437.0,4437.0,4437.0
354,Sikkim,2007,122.0,84.0,38.0,0.0,0.0,0.0,69.0,2.0,0.0,0.0,4.0,3.0,0.0,9.0,0.0,0.0,0.0,7.0,1.0,0.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,5,1,7,20,57,0,26,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,66.0,0.0,1.0,0.0,0.0,0.0,12.0,5.0,11.0,13,60,24,13,12,122.0,122.0,122.0,122.0,122.0
366,Tamil Nadu,2007,13811.0,8687.0,5124.0,146.0,98.0,31.0,1372.0,93.0,100.0,97.0,190.0,249.0,323.0,4331.0,191.0,17.0,11.0,332.0,437.0,94.0,1732.0,2725.0,110.0,14.0,164.0,151.0,249.0,142.0,412.0,240,327,1497,1922,3708,3053,41,3023,1645.0,2957.0,1099.0,16.0,2267.0,3476.0,109.0,76.0,0.0,13.0,0.0,1674.0,162.0,55.0,5.0,166.0,91.0,484.0,2476.0,5224.0,0.0,373.0,117.0,1385.0,211.0,1923.0,249.0,1369.0,149,9908,2255,734,765,13811.0,13811.0,13811.0,13811.0,13811.0
378,Total (All India),2007,122637.0,79295.0,43342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078,2352,9990,21549,29694,26772,351,30851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170,87657,25454,3348,5008,0.0,122637.0,0.0,0.0,122637.0
390,Total (States),2007,120307.0,77799.0,42508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055,2278,9726,21022,28932,26419,347,30528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168,86071,24793,3292,4983,0.0,120307.0,0.0,0.0,120307.0
402,Total (Uts),2007,2330.0,1496.0,834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,74,264,527,762,353,4,323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1586,661,56,25,0.0,2330.0,0.0,0.0,2330.0
414,Tripura,2007,705.0,419.0,286.0,7.0,3.0,6.0,304.0,16.0,0.0,56.0,0.0,33.0,0.0,180.0,0.0,0.0,0.0,5.0,39.0,0.0,0.0,32.0,0.0,0.0,0.0,5.0,6.0,13.0,0.0,1,0,45,126,189,151,0,193,43.0,207.0,0.0,7.0,46.0,383.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,392.0,0.0,0.0,2.0,63.0,33.0,8.0,70.0,44.0,0,517,167,0,21,705.0,705.0,705.0,705.0,705.0
426,Uttar Pradesh,2007,3927.0,2054.0,1873.0,35.0,36.0,37.0,995.0,14.0,21.0,378.0,117.0,134.0,44.0,605.0,2.0,12.0,29.0,140.0,182.0,53.0,418.0,358.0,7.0,7.0,71.0,22.0,54.0,121.0,35.0,70,89,514,682,775,997,28,772,489.0,343.0,198.0,137.0,531.0,1327.0,88.0,0.0,86.0,2.0,0.0,227.0,65.0,138.0,18.0,219.0,59.0,486.0,974.0,1205.0,102.0,46.0,6.0,155.0,53.0,234.0,274.0,367.0,55,2558,972,160,182,3927.0,3927.0,3927.0,3902.0,3927.0
438,Uttarakhand,2007,248.0,130.0,118.0,10.0,10.0,0.0,63.0,2.0,1.0,10.0,9.0,4.0,3.0,60.0,0.0,1.0,0.0,21.0,10.0,6.0,8.0,11.0,0.0,0.0,3.0,3.0,0.0,6.0,7.0,3,11,27,61,51,44,3,48,51.0,34.0,18.0,1.0,19.0,80.0,0.0,1.0,0.0,0.0,0.0,23.0,10.0,11.0,0.0,0.0,0.0,28.0,67.0,36.0,5.0,19.0,0.0,12.0,7.0,31.0,15.0,26.0,11,150,56,8,23,248.0,248.0,248.0,246.0,248.0
450,West Bengal,2007,14860.0,8505.0,6355.0,93.0,253.0,156.0,3388.0,50.0,66.0,999.0,81.0,349.0,88.0,3232.0,0.0,43.0,38.0,1378.0,675.0,147.0,1677.0,738.0,26.0,11.0,68.0,207.0,271.0,345.0,481.0,39,376,1067,2079,3245,3136,41,4877,2888.0,2938.0,323.0,24.0,357.0,5169.0,209.0,21.0,62.0,14.0,0.0,1670.0,237.0,180.0,12.0,678.0,78.0,1102.0,3362.0,4956.0,266.0,739.0,111.0,1197.0,140.0,682.0,1138.0,1167.0,230,10014,3362,551,703,14860.0,14860.0,14860.0,14860.0,14860.0
